DT,T,RH,AH,PT08.S1(CO)
2004-12-11 14:00:00,18.9,18.9,0.4091,991.0
2004-12-11 15:00:00,18.4,19.7,0.4117,926.0
2004-12-11 16:00:00,17.8,21.0,0.4234,974.0
2004-12-11 17:00:00,16.1,23.4,0.4248,1042.0
2004-12-11 18:00:00,14.9,24.9,0.4178,1006.0
2004-12-11 19:00:00,14.6,24.6,0.4054,979.0
2004-12-11 20:00:00,14.2,26.8,0.4332,1072.0
2004-12-11 21:00:00,13.3,38.7,0.5867,1217.0
2004-12-11 22:00:00,11.2,45.1,0.6004,1124.0
2004-12-11 23:00:00,8.8,52.5,0.5969,1152.0
2004-12-12 00:00:00,8.6,54.3,0.606,1216.0
2004-12-12 01:00:00,8.1,53.2,0.5746,1095.0
2004-12-12 02:00:00,6.8,57.8,0.5768,1099.0
2004-12-12 03:00:00,6.6,58.1,0.5687,974.0
2004-12-12 04:00:00,5.4,64.1,0.5772,1091.0
2004-12-12 05:00:00,5.6,61.6,0.5656,955.0
2004-12-12 06:00:00,4.2,69.0,0.5737,975.0
2004-12-12 07:00:00,4.8,64.6,0.563,909.0
2004-12-12 08:00:00,4.0,69.0,0.5661,992.0
2004-12-12 09:00:00,4.9,66.3,0.5786,1018.0
2004-12-12 10:00:00,9.4,48.7,0.5748,1100.0
2004-12-12 11:00:00,12.6,39.9,0.5804,1101.0
2004-12-12 12:00:00,14.4,35.3,0.5763,1148.0
2004-12-12 13:00:00,15.1,37.4,0.6374,1253.0
2004-12-12 14:00:00,16.0,35.8,0.6456,1229.0
2004-12-12 15:00:00,17.5,30.8,0.6095,1250.0
2004-12-12 16:00:00,17.2,34.2,0.6669,1432.0
2004-12-12 17:00:00,14.3,45.8,0.7452,1530.0
2004-12-12 18:00:00,12.2,53.9,0.7617,1604.0
2004-12-12 19:00:00,11.6,51.2,0.6965,1352.0
2004-12-12 20:00:00,11.3,50.1,0.672,1235.0
2004-12-12 21:00:00,10.6,51.2,0.6541,1127.0
2004-12-12 22:00:00,9.6,51.7,0.6163,1073.0
2004-12-12 23:00:00,8.7,55.2,0.6225,1074.0
2004-12-13 00:00:00,7.9,60.2,0.6432,1133.0
2004-12-13 01:00:00,7.9,59.2,0.6331,1021.0
2004-12-13 02:00:00,6.7,64.6,0.6381,995.0
2004-12-13 03:00:00,6.9,62.3,0.6227,882.0
2004-12-13 04:00:00,6.3,64.6,0.6197,869.0
2004-12-13 05:00:00,6.4,63.3,0.6123,868.0
2004-12-13 06:00:00,6.4,64.4,0.6204,921.0
2004-12-13 07:00:00,5.6,68.9,0.6328,1041.0
2004-12-13 08:00:00,6.4,65.6,0.6348,1275.0
2004-12-13 09:00:00,7.3,61.4,0.6306,1238.0
2004-12-13 10:00:00,9.6,53.7,0.6409,1288.0
2004-12-13 11:00:00,12.0,45.9,0.6421,1422.0
2004-12-13 12:00:00,12.7,44.4,0.6512,1293.0
2004-12-13 13:00:00,13.9,42.8,0.6761,1410.0
2004-12-13 14:00:00,15.0,41.4,0.7016,1425.0
2004-12-13 15:00:00,16.0,38.7,0.6987,1590.0
2004-12-13 16:00:00,16.0,38.6,0.6952,1520.0
2004-12-13 17:00:00,14.1,44.9,0.7194,1595.0
2004-12-13 18:00:00,12.6,55.9,0.8142,1881.0
2004-12-13 19:00:00,11.7,60.8,0.8336,1633.0
2004-12-13 20:00:00,11.5,60.9,0.8249,1391.0
2004-12-13 21:00:00,10.6,64.1,0.8182,1263.0
2004-12-13 22:00:00,10.1,66.2,0.8185,1147.0
2004-12-13 23:00:00,9.0,70.1,0.8036,1103.0
2004-12-14 00:00:00,8.6,70.5,0.7915,1071.0
2004-12-14 01:00:00,7.6,74.3,0.7783,1137.0
2004-12-14 02:00:00,6.9,76.1,0.759,1066.0
2004-12-14 03:00:00,8.0,70.6,0.7607,918.0
2004-12-14 04:00:00,6.8,75.4,0.7475,895.0
2004-12-14 05:00:00,6.6,75.3,0.7378,885.0
2004-12-14 06:00:00,6.0,77.3,0.7262,964.0
2004-12-14 07:00:00,6.0,76.7,0.722,1088.0
2004-12-14 08:00:00,6.9,73.7,0.7348,1274.0
2004-12-14 09:00:00,7.6,70.6,0.7371,1406.0
2004-12-14 10:00:00,9.3,64.2,0.7544,1521.0
2004-12-14 11:00:00,11.7,55.7,0.763,1408.0
2004-12-14 12:00:00,12.9,54.1,0.8003,1377.0
2004-12-14 13:00:00,14.0,53.0,0.8451,1470.0
2004-12-14 14:00:00,15.1,50.2,0.8552,1416.0
2004-12-14 15:00:00,16.7,47.3,0.8883,1383.0
2004-12-14 16:00:00,16.8,48.4,0.9175,1574.0
2004-12-17 20:00:00,13.3,68.0,1.0376,1325.0
2004-12-17 21:00:00,13.2,72.8,1.0984,1316.0
2004-12-17 22:00:00,12.6,76.5,1.1106,1170.0
2004-12-17 23:00:00,12.6,74.3,1.0843,1061.0
2004-12-18 00:00:00,12.9,72.1,1.0658,1109.0
2004-12-18 01:00:00,13.1,70.5,1.0594,1025.0
2004-12-18 02:00:00,12.4,73.8,1.0574,1086.0
2004-12-18 03:00:00,12.2,74.5,1.0537,1058.0
2004-12-18 04:00:00,11.8,76.3,1.0547,1034.0
2004-12-18 05:00:00,10.8,80.0,1.0367,1065.0
2004-12-18 06:00:00,10.4,77.3,0.9709,988.0
2004-12-18 07:00:00,10.0,76.2,0.9332,986.0
2004-12-18 08:00:00,9.4,67.7,0.8018,1136.0
2004-12-18 09:00:00,9.3,71.2,0.8325,1256.0
2004-12-18 10:00:00,12.6,54.0,0.784,1228.0
2004-12-18 11:00:00,16.1,28.5,0.5164,956.0
2004-12-18 12:00:00,16.6,19.9,0.3728,781.0
2004-12-18 13:00:00,15.9,18.2,0.3255,759.0
2004-12-18 14:00:00,14.3,18.4,0.2991,722.0
2004-12-18 15:00:00,15.0,16.3,0.2749,699.0
2004-12-18 16:00:00,14.9,17.1,0.2875,755.0
2004-12-18 17:00:00,13.2,18.8,0.2837,746.0
2004-12-18 18:00:00,12.4,19.6,0.2797,784.0
2004-12-18 19:00:00,11.9,21.3,0.2957,931.0
2004-12-18 20:00:00,11.1,24.8,0.3264,1112.0
2004-12-18 21:00:00,10.1,29.7,0.3666,1133.0
2004-12-18 22:00:00,10.2,23.8,0.2955,886.0
2004-12-18 23:00:00,9.4,27.4,0.3239,993.0
2004-12-19 00:00:00,7.9,39.0,0.4154,1215.0
2004-12-19 01:00:00,7.6,40.6,0.4273,1160.0
2004-12-19 02:00:00,6.4,43.7,0.4242,928.0
2004-12-19 03:00:00,6.3,44.7,0.4293,879.0
2004-12-19 04:00:00,5.1,46.5,0.4125,833.0
2004-12-19 05:00:00,3.3,53.5,0.418,840.0
2004-12-19 06:00:00,4.8,49.9,0.4325,848.0
2004-12-19 07:00:00,2.2,60.1,0.4361,828.0
2004-12-19 08:00:00,2.5,59.3,0.4401,847.0
2004-12-19 09:00:00,3.2,55.7,0.4344,868.0
2004-12-19 10:00:00,5.0,48.8,0.429,970.0
2004-12-19 11:00:00,5.8,49.8,0.4613,1077.0
2004-12-19 12:00:00,6.0,47.6,0.4488,1058.0
2004-12-19 13:00:00,7.4,44.6,0.4613,1136.0
2004-12-19 14:00:00,5.2,73.1,0.6535,1228.0
2004-12-19 15:00:00,4.8,81.4,0.7055,1235.0
2004-12-19 16:00:00,4.7,82.3,0.7105,1217.0
2004-12-19 17:00:00,4.7,82.8,0.7157,1298.0
2004-12-19 18:00:00,4.7,83.4,0.7177,1327.0
2004-12-19 19:00:00,5.2,83.1,0.7411,1293.0
2004-12-19 20:00:00,5.5,84.1,0.7657,1353.0
2004-12-19 21:00:00,5.8,84.5,0.7822,1254.0
2004-12-19 22:00:00,6.2,84.1,0.8018,1189.0
2004-12-19 23:00:00,6.6,83.3,0.8183,1183.0
2004-12-20 00:00:00,6.8,82.8,0.8216,1185.0
2004-12-20 01:00:00,8.2,78.4,0.8561,1098.0
2004-12-20 02:00:00,9.7,70.9,0.8539,938.0
2004-12-20 03:00:00,9.5,69.9,0.8298,883.0
2004-12-20 04:00:00,9.3,65.9,0.7757,839.0
2004-12-20 05:00:00,8.8,62.9,0.7154,784.0
2004-12-20 06:00:00,8.6,58.8,0.6603,779.0
2004-12-20 07:00:00,9.2,55.9,0.6521,883.0
2004-12-20 08:00:00,8.4,57.7,0.6376,970.0
2004-12-20 09:00:00,8.5,60.4,0.6713,1012.0
2004-12-20 10:00:00,8.9,57.4,0.6575,934.0
2004-12-20 11:00:00,9.2,55.8,0.6479,888.0
2004-12-20 12:00:00,9.6,53.9,0.6425,918.0
2004-12-20 13:00:00,9.6,52.4,0.6276,901.0
2004-12-20 14:00:00,9.7,49.8,0.5998,857.0
2004-12-20 15:00:00,9.4,44.9,0.5296,838.0
2004-12-20 16:00:00,9.8,41.9,0.5083,869.0
2004-12-20 17:00:00,8.9,44.9,0.5125,928.0
2004-12-20 18:00:00,8.4,45.4,0.5035,1037.0
2004-12-20 19:00:00,8.0,41.0,0.4416,980.0
2004-12-20 20:00:00,7.9,37.1,0.3974,978.0
2004-12-20 21:00:00,7.8,33.9,0.3594,891.0
2004-12-20 22:00:00,7.3,32.4,0.334,762.0
2004-12-20 23:00:00,7.4,34.6,0.3576,794.0
2004-12-21 00:00:00,7.1,33.7,0.3417,799.0
2004-12-21 01:00:00,6.4,35.8,0.3471,818.0
2004-12-21 02:00:00,5.6,37.7,0.3444,691.0
2004-12-21 03:00:00,5.6,37.6,0.3448,697.0
2004-12-21 04:00:00,5.3,38.8,0.3473,697.0
2004-12-21 05:00:00,4.7,41.4,0.3576,716.0
2004-12-21 06:00:00,4.3,43.9,0.3675,791.0
2004-12-21 07:00:00,4.9,40.6,0.3539,804.0
2004-12-21 08:00:00,5.1,40.8,0.3603,1093.0
2004-12-21 09:00:00,6.5,38.1,0.3709,1179.0
2004-12-21 10:00:00,7.4,36.5,0.3778,951.0
2004-12-21 11:00:00,7.9,36.4,0.3889,882.0
2004-12-21 12:00:00,7.8,36.8,0.3908,897.0
2004-12-21 13:00:00,8.7,33.7,0.379,949.0
2004-12-21 14:00:00,8.5,34.3,0.3813,896.0
2004-12-21 15:00:00,8.9,34.5,0.3946,908.0
2004-12-21 16:00:00,8.8,35.7,0.4043,959.0
2004-12-21 17:00:00,7.9,38.6,0.4137,994.0
2004-12-21 18:00:00,7.6,40.1,0.4195,1081.0
2004-12-21 19:00:00,6.9,40.3,0.4025,1081.0
2004-12-21 20:00:00,6.5,41.7,0.4047,1175.0
2004-12-21 21:00:00,6.3,42.6,0.4106,1123.0
2004-12-21 22:00:00,5.9,44.7,0.4186,1032.0
2004-12-21 23:00:00,5.8,43.4,0.4037,927.0
2004-12-22 00:00:00,5.8,42.5,0.3937,952.0
2004-12-22 01:00:00,5.6,42.0,0.3856,987.0
2004-12-22 02:00:00,5.3,42.3,0.3806,902.0
2004-12-22 03:00:00,5.1,43.5,0.3852,833.0
2004-12-22 04:00:00,5.1,44.8,0.3967,776.0
2004-12-22 05:00:00,5.2,45.9,0.4099,812.0
2004-12-22 06:00:00,4.7,49.0,0.4209,821.0
2004-12-22 07:00:00,4.5,51.8,0.4418,932.0
2004-12-22 08:00:00,4.5,53.0,0.4495,1069.0
2004-12-22 09:00:00,4.8,53.1,0.4605,1137.0
2004-12-22 10:00:00,7.8,42.0,0.4464,1009.0
2004-12-22 11:00:00,9.3,37.6,0.4391,962.0
2004-12-22 12:00:00,10.0,34.2,0.4212,972.0
2004-12-22 13:00:00,10.3,32.6,0.4094,968.0
2004-12-22 14:00:00,9.8,31.8,0.3858,939.0
2004-12-22 15:00:00,9.8,30.3,0.3658,901.0
2004-12-22 16:00:00,9.6,29.6,0.3545,975.0
2004-12-22 17:00:00,8.1,32.5,0.3516,1028.0
2004-12-22 18:00:00,6.8,36.1,0.3575,998.0
2004-12-22 19:00:00,6.4,36.5,0.3519,1094.0
2004-12-22 20:00:00,5.9,37.8,0.3528,1128.0
2004-12-22 21:00:00,5.1,40.7,0.3621,1111.0
2004-12-22 22:00:00,4.8,45.1,0.3925,1121.0
2004-12-22 23:00:00,4.5,43.9,0.3728,956.0
2004-12-23 00:00:00,5.2,44.1,0.3939,973.0
2004-12-23 01:00:00,4.3,46.4,0.3896,952.0
2004-12-23 02:00:00,3.0,52.5,0.4021,969.0
2004-12-23 03:00:00,2.3,56.3,0.4134,919.0
2004-12-23 04:00:00,1.5,61.4,0.4235,874.0
2004-12-23 05:00:00,4.0,50.4,0.4154,806.0
2004-12-23 06:00:00,2.8,55.2,0.4177,874.0
2004-12-23 07:00:00,1.2,61.4,0.4159,961.0
2004-12-23 08:00:00,1.4,61.3,0.4208,1195.0
2004-12-23 09:00:00,2.2,58.1,0.4218,1184.0
2004-12-23 10:00:00,4.3,49.4,0.4138,1135.0
2004-12-23 11:00:00,6.6,42.5,0.416,1211.0
2004-12-23 12:00:00,8.0,38.3,0.4133,1228.0
2004-12-23 13:00:00,9.1,36.1,0.4172,1247.0
2004-12-23 14:00:00,10.0,34.7,0.4259,1336.0
2004-12-23 15:00:00,11.0,33.0,0.4331,1205.0
2004-12-23 16:00:00,11.3,33.6,0.4504,1305.0
2004-12-23 17:00:00,9.4,41.3,0.4888,1568.0
2004-12-23 18:00:00,8.0,45.9,0.4936,1630.0
2004-12-23 19:00:00,7.1,50.3,0.51,1704.0
2004-12-23 20:00:00,6.2,56.9,0.5419,1701.0
2004-12-23 21:00:00,6.3,57.9,0.5575,1564.0
2004-12-23 22:00:00,6.2,56.8,0.5421,1441.0
2004-12-23 23:00:00,6.1,54.7,0.5201,1376.0
2004-12-24 00:00:00,6.0,55.6,0.5244,1412.0
2004-12-24 01:00:00,5.1,59.0,0.5248,1352.0
2004-12-24 02:00:00,5.1,58.4,0.517,1285.0
2004-12-24 03:00:00,4.7,60.8,0.5232,1263.0
2004-12-24 04:00:00,4.2,63.1,0.5259,1200.0
2004-12-24 05:00:00,4.3,64.1,0.537,1187.0
2004-12-24 06:00:00,4.8,61.9,0.537,1166.0
2004-12-24 07:00:00,5.3,61.1,0.5499,1209.0
2004-12-24 08:00:00,5.7,61.3,0.5657,1349.0
2004-12-24 09:00:00,6.1,60.5,0.5719,1458.0
2004-12-24 10:00:00,6.7,59.7,0.589,1462.0
2004-12-24 11:00:00,7.2,58.6,0.5986,1448.0
2004-12-24 12:00:00,8.0,55.9,0.6018,1419.0
2004-12-24 13:00:00,9.8,52.4,0.6349,1561.0
2004-12-24 14:00:00,10.5,51.1,0.6503,1558.0
2004-12-24 15:00:00,10.8,52.4,0.6767,1438.0
2004-12-24 16:00:00,10.6,55.3,0.7058,1532.0
2004-12-24 17:00:00,10.4,57.0,0.7167,1522.0
2004-12-24 18:00:00,10.2,58.3,0.7256,1514.0
2004-12-25 00:00:00,9.4,66.1,0.7816,1505.0
2004-12-25 01:00:00,9.6,65.9,0.7869,1458.0
2004-12-25 02:00:00,9.5,66.2,0.7882,1431.0
2004-12-25 03:00:00,9.2,67.3,0.7851,1366.0
2004-12-25 04:00:00,9.1,68.7,0.7925,1332.0
2004-12-25 05:00:00,9.0,69.8,0.8039,1243.0
2004-12-25 06:00:00,8.9,70.5,0.8056,1251.0
2004-12-25 07:00:00,8.9,70.4,0.8074,1259.0
2004-12-25 08:00:00,9.1,69.6,0.8045,1268.0
2004-12-25 09:00:00,9.0,70.8,0.8173,1288.0
2004-12-25 10:00:00,9.8,68.6,0.8324,1410.0
2004-12-25 11:00:00,10.2,67.3,0.8373,1374.0
2004-12-25 12:00:00,10.7,65.0,0.8378,1458.0
2004-12-25 13:00:00,11.4,62.9,0.8454,1609.0
2004-12-25 14:00:00,12.2,61.1,0.8652,1424.0
2004-12-25 15:00:00,12.1,61.8,0.8723,1331.0
2004-12-25 16:00:00,11.7,65.6,0.898,1434.0
2004-12-25 17:00:00,11.4,67.9,0.9119,1542.0
2004-12-25 18:00:00,11.2,70.8,0.9386,1651.0
2004-12-25 19:00:00,10.9,75.9,0.9868,1633.0
2004-12-25 20:00:00,11.3,78.3,1.0455,1739.0
2004-12-25 21:00:00,10.3,82.8,1.0369,1523.0
2004-12-25 22:00:00,10.4,82.5,1.0406,1543.0
2004-12-25 23:00:00,11.0,81.7,1.0727,1469.0
2004-12-26 00:00:00,11.7,79.8,1.0964,1271.0
2004-12-26 01:00:00,11.6,80.0,1.0924,1161.0
2004-12-26 02:00:00,11.3,80.1,1.0741,1053.0
2004-12-26 03:00:00,11.7,74.1,1.0167,916.0
2004-12-26 04:00:00,10.8,78.7,1.0202,900.0
2004-12-26 05:00:00,10.7,81.5,1.0497,855.0
2004-12-26 06:00:00,10.9,80.3,1.0444,848.0
2004-12-26 07:00:00,10.7,80.7,1.0377,873.0
2004-12-26 08:00:00,10.5,81.8,1.0416,945.0
2004-12-26 09:00:00,10.4,82.9,1.0419,1003.0
2004-12-26 10:00:00,10.6,82.1,1.0451,1041.0
2004-12-26 11:00:00,11.5,72.6,0.9846,1036.0
2004-12-26 12:00:00,12.8,65.5,0.964,1124.0
2004-12-26 13:00:00,13.9,60.9,0.9644,1130.0
2004-12-26 14:00:00,14.9,57.9,0.9726,991.0
2004-12-26 15:00:00,14.8,63.5,1.0592,988.0
2004-12-26 16:00:00,13.6,68.9,1.0699,1163.0
2004-12-26 17:00:00,13.6,68.9,1.0661,1226.0
2004-12-26 18:00:00,13.5,67.1,1.0357,1286.0
2004-12-26 19:00:00,12.3,75.4,1.0768,1423.0
2004-12-26 20:00:00,11.7,80.0,1.0938,1408.0
2004-12-26 21:00:00,11.8,82.7,1.1381,1178.0
2004-12-26 22:00:00,11.8,77.5,1.0741,985.0
2004-12-26 23:00:00,12.0,72.3,1.0095,1113.0
2004-12-27 00:00:00,11.2,79.6,1.0587,1178.0
2004-12-27 01:00:00,11.5,74.2,1.0063,1024.0
2004-12-27 02:00:00,11.6,68.9,0.9411,954.0
2004-12-27 03:00:00,11.5,67.4,0.9106,875.0
2004-12-27 04:00:00,11.7,64.6,0.8888,877.0
2004-12-27 05:00:00,11.9,61.1,0.8527,826.0
2004-12-27 06:00:00,12.5,57.3,0.8269,862.0
2004-12-27 07:00:00,12.3,60.1,0.8562,938.0
2004-12-27 08:00:00,11.5,68.7,0.9302,1205.0
2004-12-27 09:00:00,12.5,63.2,0.9113,1171.0
2004-12-27 10:00:00,12.9,63.2,0.9335,1131.0
2004-12-27 11:00:00,13.5,59.9,0.9261,1074.0
2004-12-27 12:00:00,13.4,61.3,0.9379,1062.0
2004-12-27 13:00:00,14.4,57.1,0.9309,1045.0
2004-12-27 14:00:00,15.0,57.2,0.9698,1034.0
2004-12-27 15:00:00,12.4,72.6,1.0422,1186.0
2004-12-27 16:00:00,12.8,73.6,1.0851,1256.0
2004-12-27 17:00:00,13.3,68.2,1.0356,1138.0
2004-12-27 18:00:00,13.4,66.6,1.0187,1138.0
2004-12-27 19:00:00,13.3,63.6,0.9661,1114.0
2004-12-27 20:00:00,12.9,62.4,0.9258,1107.0
2004-12-27 21:00:00,12.4,64.7,0.9266,1117.0
2004-12-27 22:00:00,12.1,65.6,0.9222,1090.0
2004-12-27 23:00:00,11.3,69.8,0.932,954.0
2004-12-28 00:00:00,11.0,68.7,0.9001,987.0
2004-12-28 01:00:00,11.1,65.3,0.8601,969.0
2004-12-28 02:00:00,10.2,66.9,0.8323,939.0
2004-12-28 03:00:00,9.5,70.1,0.8343,961.0
2004-12-28 04:00:00,9.8,69.4,0.8397,916.0
2004-12-28 05:00:00,10.7,62.5,0.802,835.0
2004-12-28 06:00:00,10.4,64.8,0.8138,885.0
2004-12-28 07:00:00,9.7,73.1,0.8772,1088.0
2004-12-28 08:00:00,9.3,77.0,0.9018,1358.0
2004-12-28 09:00:00,9.1,77.1,0.8947,1456.0
2004-12-28 10:00:00,10.6,67.9,0.8666,1274.0
2004-12-28 11:00:00,12.7,56.7,0.8304,1092.0
2004-12-28 12:00:00,13.0,53.9,0.8029,1111.0
2004-12-28 13:00:00,13.9,49.0,0.7727,1177.0
2004-12-28 14:00:00,14.4,49.2,0.8027,1199.0
2004-12-28 15:00:00,14.3,48.6,0.79,1121.0
2004-12-28 16:00:00,13.6,52.8,0.8177,1252.0
2004-12-28 17:00:00,13.1,54.3,0.8167,1233.0
2004-12-28 18:00:00,12.4,59.3,0.853,1215.0
2004-12-28 19:00:00,12.1,61.5,0.8677,1193.0
2004-12-28 20:00:00,12.0,60.8,0.852,1195.0
2004-12-28 21:00:00,11.0,73.8,0.9677,1301.0
2004-12-28 22:00:00,9.6,82.9,0.99,1126.0
2004-12-28 23:00:00,8.6,83.5,0.9372,1013.0
2004-12-29 00:00:00,8.7,83.0,0.9393,982.0
2004-12-29 01:00:00,8.8,81.2,0.9214,970.0
2004-12-29 02:00:00,8.9,79.0,0.9032,959.0
2004-12-29 03:00:00,9.0,76.5,0.8828,925.0
2004-12-29 04:00:00,9.0,75.8,0.8721,847.0
2004-12-29 05:00:00,9.1,73.9,0.8576,885.0
2004-12-29 06:00:00,9.4,70.9,0.8386,883.0
2004-12-29 07:00:00,10.1,65.9,0.8148,892.0
2004-12-29 08:00:00,10.1,64.6,0.7967,970.0
2004-12-29 09:00:00,9.3,64.7,0.7575,904.0
2004-12-29 10:00:00,9.9,61.3,0.7499,919.0
2004-12-29 11:00:00,10.6,59.9,0.7674,929.0
2004-12-29 12:00:00,11.1,55.3,0.7325,938.0
2004-12-29 13:00:00,12.0,49.3,0.69,971.0
2004-12-29 14:00:00,11.6,46.8,0.6397,914.0
2004-12-29 15:00:00,12.0,44.0,0.6169,892.0
2004-12-29 16:00:00,11.8,44.3,0.6141,913.0
2004-12-29 17:00:00,11.3,45.4,0.6063,928.0
2004-12-29 18:00:00,11.3,44.1,0.5909,1035.0
2004-12-29 19:00:00,11.2,45.1,0.5971,1033.0
2004-12-29 20:00:00,10.8,47.3,0.6122,990.0
2004-12-29 21:00:00,10.7,47.7,0.6127,934.0
2004-12-29 22:00:00,10.5,46.9,0.5956,881.0
2004-12-29 23:00:00,10.2,45.4,0.5632,855.0
2004-12-30 00:00:00,9.7,46.0,0.5546,832.0
2004-12-30 01:00:00,9.8,45.2,0.5489,848.0
2004-12-30 02:00:00,9.4,45.4,0.5355,806.0
2004-12-30 03:00:00,9.3,44.0,0.5153,796.0
2004-12-30 04:00:00,8.8,45.2,0.5134,777.0
2004-12-30 05:00:00,8.7,45.6,0.5128,785.0
2004-12-30 06:00:00,8.5,44.8,0.498,766.0
2004-12-30 07:00:00,8.7,43.4,0.4905,808.0
2004-12-30 08:00:00,8.5,43.6,0.4865,975.0
2004-12-30 09:00:00,8.8,42.0,0.4773,943.0
2004-12-30 10:00:00,10.8,35.1,0.4549,886.0
2004-12-30 11:00:00,11.7,34.4,0.4712,861.0
2004-12-30 12:00:00,12.6,31.7,0.4613,881.0
2004-12-30 13:00:00,12.5,30.3,0.4367,855.0
2004-12-30 14:00:00,11.4,32.8,0.4424,855.0
2004-12-30 15:00:00,12.1,31.1,0.4383,844.0
2004-12-30 16:00:00,12.3,29.7,0.4226,900.0
2004-12-30 17:00:00,9.8,36.4,0.4414,883.0
2004-12-30 18:00:00,9.3,40.8,0.4781,994.0
2004-12-30 19:00:00,8.6,45.1,0.5038,927.0
2004-12-30 20:00:00,9.3,41.7,0.4884,1078.0
2004-12-30 21:00:00,8.7,44.3,0.4998,952.0
2004-12-30 22:00:00,8.0,47.6,0.5113,882.0
2004-12-30 23:00:00,7.7,47.2,0.4975,924.0
2004-12-31 00:00:00,7.2,50.2,0.5118,987.0
2004-12-31 01:00:00,6.9,50.3,0.5029,930.0
2004-12-31 02:00:00,6.7,50.7,0.4998,861.0
2004-12-31 03:00:00,7.6,46.4,0.4869,783.0
2004-12-31 04:00:00,7.4,45.7,0.4714,744.0
2004-12-31 05:00:00,6.9,49.3,0.4913,753.0
2004-12-31 06:00:00,7.8,48.1,0.5095,787.0
2004-12-31 07:00:00,8.1,47.8,0.5157,820.0
2004-12-31 08:00:00,8.5,46.7,0.5191,840.0
2004-12-31 09:00:00,8.9,44.1,0.5039,897.0
2004-12-31 10:00:00,9.4,42.5,0.5038,989.0
2004-12-31 11:00:00,10.8,36.3,0.4712,909.0
2004-12-31 12:00:00,11.9,30.6,0.4264,865.0
2004-12-31 13:00:00,12.2,29.7,0.4205,924.0
2004-12-31 14:00:00,12.0,31.1,0.434,912.0
2004-12-31 15:00:00,12.7,28.4,0.416,872.0
2004-12-31 16:00:00,13.3,27.5,0.4185,917.0
2004-12-31 17:00:00,11.4,30.8,0.4148,962.0
2004-12-31 18:00:00,9.8,34.0,0.4112,932.0
2004-12-31 19:00:00,9.3,33.6,0.3958,930.0
2004-12-31 20:00:00,9.6,32.3,0.3871,962.0
2004-12-31 21:00:00,9.1,32.5,0.3766,974.0
2004-12-31 22:00:00,9.1,37.2,0.431,1055.0
2004-12-31 23:00:00,7.8,38.4,0.4085,1003.0
2005-01-01 00:00:00,8.2,40.1,0.4375,1046.0
2005-01-01 01:00:00,5.3,50.7,0.4564,1275.0
2005-01-01 02:00:00,5.9,50.0,0.4689,1173.0
2005-01-01 03:00:00,4.9,53.9,0.4693,1163.0
2005-01-01 04:00:00,4.3,55.3,0.465,1054.0
2005-01-01 05:00:00,4.2,57.1,0.4759,1004.0
2005-01-01 06:00:00,3.5,58.3,0.4636,1001.0
2005-01-01 07:00:00,3.0,60.7,0.4667,974.0
2005-01-01 08:00:00,2.6,63.2,0.4721,915.0
2005-01-01 09:00:00,3.9,59.0,0.4807,939.0
2005-01-01 10:00:00,4.7,57.2,0.4932,973.0
2005-01-01 11:00:00,6.8,48.6,0.4822,1011.0
2005-01-01 12:00:00,8.6,43.6,0.4887,1097.0
2005-01-01 13:00:00,9.5,41.2,0.4908,1149.0
2005-01-01 14:00:00,10.9,35.9,0.468,1117.0
2005-01-01 15:00:00,12.5,32.3,0.467,1085.0
2005-01-01 16:00:00,12.8,32.6,0.4814,1102.0
2005-01-01 17:00:00,10.9,39.7,0.5166,1281.0
2005-01-01 18:00:00,9.0,51.8,0.5961,1472.0
2005-01-01 19:00:00,8.1,54.1,0.5882,1328.0
2005-01-01 20:00:00,7.8,54.6,0.5786,1198.0
2005-01-01 21:00:00,6.2,59.6,0.5698,1176.0
2005-01-01 22:00:00,5.7,59.9,0.5523,1118.0
2005-01-01 23:00:00,5.6,59.7,0.5463,1091.0
2005-01-02 00:00:00,4.7,62.9,0.5424,1078.0
2005-01-02 01:00:00,4.5,63.5,0.5411,1043.0
2005-01-02 02:00:00,4.5,63.6,0.5414,992.0
2005-01-02 03:00:00,3.1,70.0,0.5388,1004.0
2005-01-02 04:00:00,3.2,68.3,0.531,947.0
2005-01-02 05:00:00,3.1,69.2,0.5337,923.0
2005-01-02 06:00:00,2.4,71.9,0.5288,911.0
2005-01-02 07:00:00,3.1,68.7,0.5317,924.0
2005-01-02 08:00:00,2.1,73.1,0.5289,954.0
2005-01-02 09:00:00,3.3,68.2,0.5346,960.0
2005-01-02 10:00:00,4.1,65.8,0.5451,1016.0
2005-01-02 11:00:00,6.6,56.6,0.5528,1139.0
2005-01-02 12:00:00,8.0,51.2,0.5516,1130.0
2005-01-02 13:00:00,10.3,44.9,0.5612,1237.0
2005-01-02 14:00:00,12.3,41.7,0.5961,1159.0
2005-01-02 15:00:00,13.5,41.3,0.6342,1124.0
2005-01-02 16:00:00,13.4,43.1,0.66,1312.0
2005-01-02 17:00:00,9.9,53.3,0.6504,1246.0
2005-01-02 18:00:00,8.9,54.6,0.6226,1232.0
2005-01-02 19:00:00,8.9,54.8,0.6244,1286.0
2005-01-02 20:00:00,8.3,58.2,0.6391,1347.0
2005-01-05 01:00:00,9.5,69.5,0.8261,1135.0
2005-01-05 02:00:00,9.1,70.9,0.8176,1188.0
2005-01-05 03:00:00,8.1,72.1,0.7798,1242.0
